assetid,balltype,teamcolor1g,teamcolor1r,clubworth,teamcolor2b,teamcolor2r,foundationyear,teamcolor3r,teamcolor1b,opponentweakthreshold,latitude,teamcolor3g,opponentstrongthreshold,teamcolor2g,teamname,adboardid,teamcolor3b,defmentality,powid,rightfreekicktakerid,domesticprestige,genericint2,jerseytype,popularity,teamstadiumcapacity,iscompetitionscarfenabled,cityid,rivalteam,isbannerenabled,midfieldrating,matchdayoverallrating,matchdaymidfieldrating,attackrating,longitude,buspassing,matchdaydefenserating,defenserating,iscompetitionpoleflagenabled,skinnyflags,defteamwidth,longkicktakerid,bodytypeid,trait1vweak,busdribbling,rightcornerkicktakerid,suitvariationid,domesticcups,defaggression,ethnicity,leftcornerkicktakerid,youthdevelopment,teamid,trait1vequal,suittypeid,numtransfersin,stanchionflamethrower,captainid,personalityid,leftfreekicktakerid,leaguetitles,genericbanner,buspositioning,ccpositioning,busbuildupspeed,transferbudget,ccshooting,overallrating,ccpassing,profitability,utcoffset,penaltytakerid,freekicktakerid,crowdskintonecode,defdefenderline,internationalprestige,trainingstadium,form,genericint1,cccrossing,trait1vstrong,matchdayattackrating
101025,39,1,223,40999,1,1,1923,223,0,3,39,17,3,1,Gençlerbirliği,37,28,75,-1,202148,6,-1,2,3,19209,1,18,112958,1,69,70,70,68,32,51,70,70,1,0,42,282199,2,303505,32,202148,0,2,72,4,178011,7,101025,270737,1,0,0,187655,0,202148,0,0,0,0,50,4500000,33,69,58,9,2,206126,202148,9,0,3,352,0,74,32,559505,68
101026,39,1,255,4350,1,255,1925,0,1,2,38,0,3,255,Göztepe,1,0,47,-1,184133,2,-1,2,2,6041,1,627,111340,1,70,72,71,71,27,50,70,70,1,0,52,184133,1,1056768,47,184133,1,2,43,4,239048,4,101026,1056768,0,0,0,182629,0,184133,0,0,0,0,50,1500000,52,71,43,5,3,209473,223736,9,0,1,352,0,72,47,1056768,73
101033,39,142,38,24999,255,255,1922,31,117,3,37,160,4,255,Konyaspor,37,130,74,-1,178323,6,-1,2,3,41981,1,250,111339,1,70,71,70,75,32,40,70,71,1,0,56,178323,2,148800,45,223839,1,1,66,4,178323,4,101033,279872,2,0,0,223016,0,178323,0,0,0,0,36,4150000,46,71,36,6,2,178323,223017,9,0,3,352,0,74,66,543040,75
101041,39,0,255,10999,255,255,1967,225,0,1,39,26,3,255,Sivasspor,37,39,46,-1,143809,1,-1,2,2,27532,1,453,436,1,67,69,67,72,37,52,69,69,1,0,69,208828,1,270600,59,234453,1,0,53,4,239045,4,101041,1073416,1,0,0,223313,0,143809,0,0,0,0,52,3000000,69,69,53,8,2,143809,122849,9,0,1,352,0,71,79,526600,72
101059,39,80,240,300000,1,1,1936,255,0,5,48,90,4,1,Shakhtar Donetsk,1,44,47,-1,228698,10,-1,1,8,52667,1,140,100769,1,79,78,79,76,37,39,77,77,1,0,40,228698,1,139410,58,205525,1,11,57,4,209297,4,101059,164498,1,0,0,206413,1,228698,10,0,0,1,44,18600000,39,78,37,8,3,228698,139997,2,0,8,352,0,78,42,526482,76
101083,36,22,252,34997,255,255,1905,252,28,2,-34,22,3,255,Estudiantes,1,28,68,-1,215760,8,-1,1,5,53000,2,259,101084,1,70,71,70,71,-57,53,72,72,1,1,46,224428,1,139264,36,215351,0,0,66,4,215760,9,101083,139264,0,0,0,215321,0,215760,6,0,0,0,49,5000000,40,71,70,6,-3,224428,198386,7,0,6,352,0,74,36,73728,71
101084,36,255,255,19000,98,18,1887,255,255,2,-34,255,3,21,Gimnasia,1,255,58,-1,215018,5,-1,2,5,21500,2,259,101083,1,69,69,69,66,-57,66,69,69,1,1,63,215018,1,167940,43,215018,1,0,41,2,215018,6,101084,69636,2,0,0,193602,0,215018,1,0,0,0,66,3500000,73,69,77,6,-3,215076,153066,7,0,2,352,0,72,43,1052676,66
101085,36,200,55,48996,255,255,1903,1,255,4,-34,55,2,255,Racing Club,1,100,75,-1,217201,8,-1,1,6,50000,2,30,110093,1,71,73,71,75,-58,53,72,72,1,1,39,217201,0,303140,69,215358,0,0,69,4,215358,7,101085,303140,1,0,0,223247,1,217201,17,0,0,0,52,8000000,65,73,63,4,-3,217201,142707,7,0,6,352,0,74,59,172068,75
101088,36,63,31,26497,255,255,1910,31,116,2,-34,63,3,255,Vélez Sarsfield,1,116,47,-1,229661,5,-1,1,4,49540,2,82,111715,1,61,67,61,70,-58,52,66,66,1,1,69,229661,1,1065984,43,229661,1,0,69,2,229661,9,101088,1073152,2,0,0,215117,0,229661,10,0,0,0,51,4000000,69,67,69,6,-3,240801,229661,7,0,6,352,0,72,63,1056768,70
101097,73,119,30,17999,0,236,1910,255,50,2,-33,255,3,0,Audax Italiano,1,255,26,-1,281647,7,-1,2,3,12000,0,258,111328,1,69,69,69,68,-70,68,70,70,1,0,21,281647,1,184336,47,281647,1,0,23,5,281647,7,101097,542736,2,0,0,160097,0,281647,4,0,0,0,67,2000000,77,69,57,7,-3,281647,159960,7,0,2,352,0,72,77,542736,68
101099,74,26,210,5000,255,255,1927,210,30,3,3,26,2,255,América de Cali,1,30,48,-1,165784,6,-1,2,7,36000,2,91,101102,1,69,69,68,70,-76,69,69,68,1,1,50,165784,2,1065992,70,214572,0,0,56,5,214572,5,101099,1085448,1,0,0,214187,0,165784,13,0,0,0,67,2000000,80,69,66,5,-5,237569,165784,7,0,3,352,0,65,60,542728,71
101100,74,127,13,56499,255,255,1947,13,64,3,6,127,3,255,Atl. Nacional,1,64,55,-1,172285,10,-1,1,5,44739,2,310,101103,1,72,73,73,70,-75,43,72,71,1,1,57,172285,1,1082372,55,176618,1,2,55,2,214545,7,101100,1049604,2,0,0,176618,1,172285,16,0,0,0,53,8500000,69,72,38,4,-5,226576,214196,7,0,9,352,0,73,51,526340,71
101101,74,30,224,16498,255,255,1924,255,34,4,10,255,1,255,Junior,1,255,58,-1,196150,9,-1,1,4,46692,2,40,112903,1,72,72,73,75,-74,71,69,68,1,1,37,224325,1,66592,37,214208,1,1,47,2,214918,4,101101,69664,1,0,0,161663,1,196150,7,0,0,0,72,4000000,78,71,63,5,-5,196150,234966,7,0,6,352,0,74,37,1052704,76
101102,74,145,1,97040,255,255,1912,1,61,2,3,145,2,255,Deportivo Cali,1,61,47,-1,226419,8,-1,2,4,42000,2,91,112934,1,72,70,71,70,-76,38,68,68,1,1,43,214029,0,155680,50,221310,1,1,57,4,221310,9,101102,1082400,0,0,0,221310,0,226419,9,0,0,0,36,6000000,41,70,31,10,-5,214029,176900,7,0,5,352,0,72,41,155680,72
101103,74,6,226,24000,171,46,1913,226,18,4,6,6,6,96,Indep. Medellín,1,7,43,-1,203871,9,-1,1,4,44739,2,310,101100,1,70,70,72,70,-75,72,67,66,1,1,45,203871,1,1049600,50,214106,1,1,66,4,221737,6,101103,1052672,2,0,0,214106,0,203871,6,0,0,0,69,4000000,75,69,76,5,-5,231862,210513,7,0,5,352,0,71,50,526336,70
101104,74,30,228,17498,255,255,1941,228,38,3,4,30,1,255,Ind. Santa Fe,1,38,25,-1,214611,8,-1,2,4,36343,2,59,101105,1,70,71,71,71,-74,66,71,71,1,1,31,216476,1,1069061,66,214611,0,2,35,4,214611,4,101104,577541,0,0,0,214480,0,214611,8,0,0,0,71,6000000,69,71,62,2,-5,214463,214611,7,0,7,352,0,74,66,155653,71
101105,74,68,39,18500,255,255,1946,1,144,3,4,1,2,255,Millonarios,1,1,46,-1,214390,8,-1,2,5,36343,2,59,101104,1,70,70,69,70,-74,66,71,68,1,1,47,214390,1,69761,33,214378,1,0,59,4,214390,5,101105,1052801,2,0,0,214076,0,214390,14,0,0,0,70,6500000,77,69,69,2,-5,214209,214390,7,0,6,352,0,71,33,1052801,70
101106,74,255,255,8999,1,1,1961,255,255,2,5,255,3,1,Once Caldas,1,255,26,-1,214447,6,-1,2,3,43680,2,302,111723,1,69,69,69,68,-75,36,67,67,1,1,31,221311,1,574504,51,200120,1,0,20,8,200120,6,101106,574504,0,0,0,237137,0,214447,4,0,0,0,37,2300000,32,69,32,6,-5,214447,214447,7,0,5,352,0,71,72,541736,70
101112,33,255,255,149998,88,0,1974,255,255,10,49,255,10,34,Whitecaps FC,1,255,26,-1,282216,3,-1,1,5,22120,1,508,111144,1,69,69,68,76,-123,72,68,68,1,0,39,282216,0,526336,32,203092,1,1,37,2,201869,3,101112,526336,1,0,0,201869,1,282216,0,0,0,1,73,3660000,62,69,42,5,-8,282216,190919,2,0,2,352,0,72,32,526336,76
101114,71,62,217,39999,1,1,1916,217,55,1,20,62,2,1,Atlas,24,55,44,-1,191164,5,-1,1,5,54500,1,198,1880,2,66,70,66,72,-103,36,72,72,1,0,46,191164,1,1085524,52,231231,1,4,69,4,191164,7,101114,1098836,0,0,0,161667,0,191164,1,0,0,0,38,4000000,43,70,33,6,-6,217710,234578,7,0,3,352,0,73,63,542804,72
101121,71,0,225,32000,255,255,1923,225,25,9,21,0,5,255,Necaxa,24,25,74,-1,227227,2,-1,2,1,23851,1,595,1879,2,69,69,69,71,-102,73,64,66,1,0,65,227227,0,132352,55,227227,1,3,75,5,227227,6,101121,266496,0,0,0,214408,0,227227,3,0,0,0,68,3500000,68,70,79,6,-6,214965,210826,7,0,1,352,0,74,55,270592,71
101144,35,204,153,11199,1,1,1992,255,255,2,34,255,2,1,Júbilo Iwata,1,255,45,-1,283059,6,-1,2,4,15165,1,545,101147,1,62,65,64,66,137,52,65,60,1,0,54,219912,1,1056768,59,283059,0,2,43,4,283059,6,101144,1056768,0,0,0,219912,0,283059,4,0,0,1,52,3000000,54,63,43,7,9,219912,29552,4,0,2,352,0,67,59,1056768,69
101145,35,255,255,14400,1,1,1992,255,1,1,35,255,2,1,Kashiwa Reysol,1,1,60,-1,207722,8,-1,2,3,15109,2,547,101147,1,69,69,70,69,139,36,67,67,2,0,62,207722,1,66600,31,207722,1,3,64,2,207722,5,101145,66600,2,0,0,232952,0,207722,2,0,0,0,37,4700000,42,68,32,4,9,207722,207722,4,0,7,352,0,69,42,132136,70
101146,35,1,153,15400,1,1,1994,255,1,2,34,255,2,1,Vissel Kobe,1,255,66,-1,232926,3,-1,1,4,28483,0,557,112093,1,67,68,66,71,135,66,65,66,1,0,57,232916,0,167936,67,232926,1,0,57,4,232620,4,101146,167936,2,0,0,232926,0,232926,0,0,0,0,68,5500000,61,68,63,3,9,232926,150516,4,0,1,352,0,67,37,525312,70
101147,35,1,204,18520,106,46,1991,255,1,3,35,255,3,51,Kashima Antlers,1,255,67,-1,225951,9,-1,2,5,38014,1,546,101144,1,68,67,66,69,140,50,64,69,0,0,33,225951,1,73728,53,232879,1,4,53,4,225951,4,101147,139264,1,0,0,232869,0,225951,8,0,0,0,51,4800000,42,69,49,4,9,213061,191556,4,0,4,352,0,72,53,1056768,69
101148,35,1,245,11872,245,245,1993,98,132,2,34,1,1,245,Cerezo Osaka,1,231,47,-1,192026,5,-1,2,5,47816,1,544,112093,1,70,67,70,68,135,52,64,64,2,0,54,192026,0,90112,32,210126,1,3,38,4,210126,4,101148,1073152,0,0,0,222993,0,210126,4,0,0,0,50,7000000,54,67,38,5,9,222993,210126,4,0,5,352,0,70,72,542720,68
101149,35,155,255,8999,245,66,1992,245,24,2,34,245,1,111,Shimizu S-Pulse,1,245,67,-1,237763,2,-1,1,2,20339,1,632,101144,1,66,66,66,69,138,52,63,64,2,0,64,237763,1,90176,44,237768,1,1,64,2,237768,7,101149,155712,0,0,0,237764,0,237763,0,0,0,0,52,2475000,44,66,40,8,9,237769,237767,4,0,1,352,0,67,74,542784,69
101150,35,1,1,15999,1,204,1998,255,204,5,35,255,5,1,F.C. Tokyo,1,255,45,-1,222986,7,-1,1,5,49000,1,543,111730,2,67,69,69,70,139,53,69,65,2,0,45,232860,1,73984,55,232860,0,1,31,4,212819,6,101150,1057024,0,0,0,222986,1,222986,0,0,0,0,53,6300000,45,67,31,2,9,232859,231885,4,0,5,352,0,67,55,526592,71
101151,35,1,1,12198,255,255,1992,204,153,2,35,1,1,255,Yokohama F･M,1,1,47,-1,222991,9,-1,2,6,72081,1,558,111730,1,66,67,66,67,139,37,67,65,0,1,47,232811,1,1049600,24,232811,0,7,31,2,232811,3,101151,1049600,0,0,0,222991,0,232811,5,0,0,0,40,3600000,45,66,35,6,9,222991,222991,4,0,4,352,0,71,45,1049600,68
105035,39,87,248,0,255,255,1905,244,23,8,52,124,1,255,Netherlands,1,34,46,-1,9014,10,-1,2,0,53346,1,0,1337,1,82,81,82,82,4,51,80,80,1,0,63,139869,2,139552,48,9014,1,0,42,2,139869,0,105035,1057056,0,0,0,9014,0,139869,0,0,0,0,51,0,63,81,42,0,1,226537,9014,2,0,8,352,0,81,48,1057056,82
110062,40,0,201,8153,255,255,1930,180,0,4,41,0,3,255,Girona FC,6,0,47,-1,223682,6,-1,2,3,9200,2,185,15019,1,73,74,73,76,2,51,73,73,2,0,33,223682,0,1056896,35,223682,1,0,31,4,223682,3,110062,1056896,1,0,0,223682,0,223682,0,0,0,0,53,2598400,33,74,31,4,1,186537,223682,2,0,1,352,0,75,35,1056896,76
110081,23,132,37,0,255,255,1882,24,50,1,54,150,6,255,Northern Ireland,1,55,46,-1,151508,10,-1,2,0,18000,0,0,1355,1,73,71,73,68,-5,53,72,72,1,0,65,186143,1,1056840,35,151508,1,0,39,2,186143,0,110081,1056840,0,0,0,151508,0,186143,0,0,0,0,53,0,65,71,39,0,0,151508,151508,2,0,2,352,0,71,35,526408,68
110093,36,1,206,56785,26,206,1904,255,26,4,-34,255,2,1,Independiente,1,255,67,-1,216700,9,-1,2,6,45562,2,30,101085,1,73,74,73,73,-58,67,73,73,1,1,55,216700,1,184609,65,216700,0,0,55,2,216700,6,110093,184609,0,0,0,214989,0,216700,16,0,0,0,66,9000000,66,74,61,3,-3,214989,215259,7,0,5,352,0,75,65,119073,73
110101,39,21,217,4999,132,41,1946,194,33,2,48,19,5,52,SKA-Khabarovsk,1,26,45,-1,189392,1,-1,2,1,15200,1,614,113704,1,65,67,67,66,135,66,66,66,1,0,31,189392,1,1052800,50,189392,1,0,34,4,189392,2,110101,1069184,2,0,0,199211,0,189392,0,0,0,0,69,1550000,61,66,64,9,10,189392,189392,2,0,1,352,0,70,80,526464,67
110109,39,126,2,62383,255,255,1946,24,62,4,43,109,4,255,Akhmat Grozny,38,102,43,-1,239953,6,-1,2,4,30000,1,197,100766,1,71,71,70,71,45,53,71,72,1,0,50,239953,0,1057096,51,239953,1,1,65,2,213337,5,110109,1057096,0,0,0,224376,0,239953,0,0,0,0,49,8500000,50,71,65,6,3,239953,162780,2,0,3,352,0,74,51,561480,71
110144,71,128,0,105998,255,255,1982,0,102,2,25,128,1,255,Santos Laguna,24,102,49,-1,209892,5,-1,2,4,29327,1,487,1032,2,69,70,68,72,-103,72,69,70,1,0,61,209892,1,1052704,37,217167,1,1,31,2,217167,3,110144,1052704,0,0,0,214766,1,209892,5,0,0,0,66,7000000,71,71,61,6,-6,217167,190536,7,0,8,352,0,76,37,1056800,70
110145,71,3,255,15000,128,28,1943,255,23,2,19,3,3,44,Veracruz,24,23,68,-1,176586,3,-1,2,2,28703,1,509,110152,2,69,71,72,71,-96,40,68,68,1,0,39,176586,2,139524,48,203902,1,2,59,2,203902,2,110145,132356,2,0,0,176586,0,176586,2,0,0,0,39,1400000,39,70,39,9,-6,215294,190629,7,0,1,352,0,71,39,526596,75
110147,71,50,36,122997,255,255,1901,36,113,3,20,50,2,255,Pachuca,24,113,49,-1,200206,7,-1,2,4,27512,1,365,1880,2,73,74,76,74,-98,38,72,72,1,0,63,200206,0,135426,40,200206,1,0,40,2,220854,8,110147,1049858,0,0,0,220854,0,200206,6,0,0,0,36,9000000,46,72,36,5,-6,220854,189338,7,0,6,352,0,75,46,525570,75
110150,71,95,0,40000,1,1,1950,0,169,2,20,95,2,1,Querétaro,24,169,28,-1,214006,3,-1,2,5,34045,1,432,110781,2,68,71,71,71,-100,68,69,69,1,0,35,212409,0,279808,54,214006,1,1,35,4,284025,4,110150,542976,0,0,0,181917,0,214006,0,0,1,1,71,3700000,64,70,44,8,-6,214006,190523,7,0,4,352,0,72,64,545024,72
110152,71,255,255,34000,241,54,1944,255,255,2,19,255,3,121,Puebla,24,255,45,-1,221266,4,-1,2,4,50754,1,390,110145,2,69,68,69,71,-98,40,67,67,1,0,40,282822,0,132353,50,282822,1,5,67,2,280685,2,110152,1049857,0,0,0,215023,0,282795,2,0,0,0,36,2200000,31,68,31,9,-6,282822,221266,7,0,2,352,0,68,31,528641,71
110169,6,31,237,3798,255,255,1948,239,41,3,50,50,4,255,Fortuna Köln,1,60,28,-1,203164,3,-1,2,1,11748,1,249,31,1,64,64,64,63,6,69,63,63,1,0,30,203164,2,1069122,34,203164,0,0,40,2,238984,6,110169,528450,2,0,0,204727,1,203164,0,0,0,0,73,500000,64,64,68,9,1,204727,203164,2,0,1,352,0,67,34,528450,63
110178,6,1,1,11203,255,255,1916,155,1,2,49,155,2,255,Sandhausen,1,155,27,-1,282375,7,-1,1,3,15414,1,426,1832,1,68,68,68,69,8,67,68,68,1,0,36,210303,1,1069128,53,282375,1,0,31,4,204637,1,110178,544840,2,0,0,203159,1,223633,0,0,0,0,70,1500000,74,68,69,10,1,183920,223633,2,0,2,352,0,70,73,542792,69
110197,34,10,235,7510,255,255,1907,255,25,3,49,1,3,255,Würzburg,1,1,45,-1,209954,4,-1,2,5,10006,1,569,171,1,66,66,66,63,9,52,67,67,1,1,64,211825,1,73810,31,211825,1,0,55,2,211831,2,110197,1056850,2,0,0,199832,0,211825,0,0,0,0,49,725000,64,66,55,4,1,211825,211825,2,0,3,352,0,71,31,266322,63
110227,39,11,177,191246,66,14,1958,255,23,14,55,255,16,150,Rubin Kazan,38,255,68,-1,282866,7,-1,2,5,45000,1,243,315,1,76,74,74,75,49,36,71,72,1,0,45,200094,1,132160,54,187052,1,1,65,4,187052,5,110227,131648,2,0,0,187052,0,187052,2,0,0,0,33,19500000,58,75,40,4,3,187052,187052,2,0,5,352,0,78,45,526400,74
110231,39,245,249,38235,179,0,1930,249,0,3,47,245,4,102,FC Rostov,38,0,37,-1,166750,6,-1,1,5,15365,1,410,112218,1,70,71,71,72,39,62,71,70,1,0,50,215195,1,66696,48,211088,1,1,52,2,211088,2,110231,526472,2,0,0,192155,0,166750,0,0,0,0,64,7275000,60,71,33,5,3,166750,160593,2,0,5,352,0,74,67,526472,72
110234,39,1,1,11998,12,223,1993,1,1,2,57,1,4,0,Amkar Perm,38,1,44,-1,190528,3,-1,2,3,17000,1,374,111264,1,68,68,70,65,56,68,68,67,1,0,41,190528,1,135456,32,190528,0,0,48,2,190528,5,110234,1052960,2,0,0,190528,0,190528,0,0,0,0,67,2850000,71,67,78,8,5,189181,190528,2,0,2,352,0,73,32,526624,66
110313,45,18,199,2287,255,255,1968,199,36,2,54,18,3,255,Accrington,3,36,43,-1,191108,3,-1,2,1,5057,0,4,357,2,61,59,61,58,-2,66,58,60,0,0,39,193939,1,1073160,35,202464,1,0,69,2,202464,5,110313,1069064,0,0,0,169539,1,191108,0,0,0,0,72,500000,69,59,79,10,0,193939,191108,2,0,1,352,0,64,75,1069064,60
110316,51,15,220,14998,200,30,1910,220,21,2,41,0,1,30,Gazélec Ajaccio,1,0,66,-1,199419,7,-1,1,1,8000,2,6,614,1,67,68,68,63,8,70,68,66,2,0,39,199419,0,135424,49,199419,0,0,59,2,199419,2,110316,135424,2,0,0,208835,0,199419,0,0,0,0,66,2000000,69,67,73,7,1,236944,199419,2,0,1,352,0,66,49,135424,63
110326,51,165,24,8698,1,1,1919,255,218,2,47,255,1,1,Tours FC,7,255,47,-1,205876,3,-1,2,1,10128,1,489,1530,1,67,66,67,66,0,50,66,66,2,0,67,205876,1,1073472,43,204844,1,0,37,2,202546,4,110326,1073472,2,0,0,209385,0,205876,0,0,0,1,51,1250000,67,66,37,6,1,234854,152909,2,1,1,352,0,69,63,526656,66
110329,34,1,226,31200,52,96,1910,255,26,2,53,255,2,71,St. Pauli,18,255,44,-1,192321,7,-1,2,7,29546,1,205,28,1,71,70,71,72,9,51,69,69,1,0,63,199861,0,167970,65,199861,0,0,39,2,192321,5,110329,1089570,1,0,0,177521,0,192321,0,0,0,0,53,2900000,63,70,39,7,1,194053,192321,2,0,2,352,0,72,55,526370,72
110373,6,46,165,18000,255,255,1919,165,55,2,40,46,3,255,Salerno,9,55,46,-1,224444,7,-1,2,3,31300,1,416,2038,1,65,69,65,69,14,38,70,70,1,0,68,224444,1,1085440,23,217729,1,0,53,2,178043,3,110373,1065984,2,0,0,188336,0,224444,0,0,0,0,39,3000000,49,69,39,2,1,217729,137460,2,0,3,352,0,71,79,542720,69
110374,39,8,57,198076,255,255,1926,74,142,2,43,11,3,255,Fiorentina,9,181,68,-1,201878,8,-1,2,6,46366,1,162,45,1,76,77,76,79,11,40,76,76,1,0,40,201878,0,66688,49,201878,1,6,60,4,201878,6,110374,132224,0,0,0,173198,0,201878,2,0,0,0,40,19500000,60,77,40,4,1,186627,174549,2,0,6,352,0,80,60,139392,79
110394,36,180,49,7499,23,213,1957,255,233,2,-34,255,4,33,Arsenal,1,255,25,-1,235947,4,-1,2,2,15000,2,435,112904,1,66,66,66,61,-58,50,67,67,1,1,24,235947,2,90112,46,235947,1,1,36,2,235947,4,110394,548864,2,0,0,211272,1,235947,1,0,0,0,49,1000000,42,66,62,9,-3,222990,210363,7,0,6,352,0,73,76,526336,61
110395,36,40,117,44998,52,117,1915,255,52,4,-34,255,2,40,Lanús,1,255,67,-1,214772,8,-1,2,4,45000,2,262,110404,1,75,73,75,73,-58,68,72,72,1,1,47,214772,1,184488,77,207657,1,0,67,6,236019,6,110395,184488,1,0,0,215050,0,214772,2,0,0,0,66,7000000,75,73,73,5,-3,227914,142800,7,0,7,352,0,73,77,184488,73
110396,36,1,1,31999,21,225,1903,2,1,4,-32,2,5,11,Newell's,1,2,45,-1,153062,7,-1,1,5,42000,2,409,110580,1,69,68,69,65,-60,36,67,67,1,1,31,153062,1,66576,51,153062,1,0,63,4,153062,7,110396,1082384,2,0,0,153062,1,153062,6,0,0,0,37,5000000,57,68,37,6,-3,211453,182731,7,0,6,352,0,73,57,1052688,65
110398,36,230,255,4998,1,1,1910,1,1,2,-38,1,3,1,Olimpo,1,21,58,-1,191489,3,-1,1,1,20000,2,33,110394,1,65,66,65,61,-62,70,66,66,1,1,32,216018,1,90378,52,235494,1,0,50,2,235494,1,110398,86282,2,0,0,216018,0,191489,0,0,0,0,67,500000,61,66,78,10,-3,233057,219844,7,0,1,352,0,70,62,86282,61
110404,36,153,1,14000,255,255,1896,1,51,3,-34,153,2,255,Banfield,1,51,28,-1,182731,5,-1,1,3,34901,2,35,110395,1,69,69,69,71,-58,71,71,71,1,1,26,182731,1,1069320,39,182731,1,0,21,4,182731,8,110404,545032,0,0,0,182731,0,182731,1,0,0,0,70,2500000,70,69,73,6,-3,182731,152997,7,0,4,352,0,71,69,542984,71
110405,36,1,1,4997,1,208,1906,255,1,2,-34,255,3,1,Villa Maipú,1,255,47,-1,194885,2,-1,2,3,24300,2,657,111715,1,61,62,61,62,-58,36,62,62,1,1,41,240379,1,525440,52,194885,0,0,49,2,194885,8,110405,1049728,1,0,0,210914,0,194885,0,0,0,0,38,1000000,53,62,33,8,-3,240379,194885,7,0,3,352,0,69,53,526464,62
110406,36,1,1,12500,31,228,1905,1,1,3,-31,1,4,21,Colón,1,1,56,-1,235176,4,-1,2,4,47000,0,431,111716,1,66,70,66,72,-60,49,70,70,1,1,51,235176,0,99637,53,235176,1,0,44,2,235176,5,110406,99637,1,0,0,221219,0,235176,0,0,0,0,48,2000000,63,70,44,7,-3,182864,235176,7,0,4,352,0,74,53,1089845,72
110456,51,7,241,10999,255,255,1913,240,9,1,50,0,4,255,Valenciennes FC,7,0,59,-1,280675,2,-1,2,2,24926,1,505,65,1,68,67,68,62,3,50,68,66,1,0,35,280675,1,1049601,35,280675,0,0,45,2,280675,6,110456,90113,0,0,0,116917,1,280675,0,0,0,0,53,800000,52,66,59,9,1,280675,116762,2,0,1,352,0,71,65,1052673,62
110482,62,10,226,4887,250,250,1946,10,26,2,51,10,5,250,Hallescher FC,1,10,45,-1,204139,4,-1,2,3,15065,1,619,110588,1,64,63,64,63,11,71,63,63,1,0,44,204139,1,86016,49,238693,1,0,43,2,238693,1,110482,1069056,2,0,0,211911,0,238693,0,0,0,0,63,500000,74,63,73,6,1,193758,238693,2,0,1,352,0,67,69,526336,63
110500,34,213,239,13442,167,40,1895,34,34,2,52,100,1,93,Braunschweig,18,235,43,-1,228546,8,-1,2,5,23325,1,68,485,1,70,70,70,69,10,51,71,71,1,1,68,228546,0,165206,76,228546,1,0,42,2,189490,6,110500,1106262,2,0,0,189490,1,228546,1,0,0,0,49,3500000,68,70,42,5,1,202905,198914,2,0,1,352,0,74,76,543062,69
110502,34,78,1,20110,255,255,1898,25,158,2,49,150,2,255,Darmstadt,1,255,68,-1,199413,7,-1,1,3,16500,1,132,1824,1,70,71,70,71,8,38,71,71,1,0,47,199413,1,66592,26,199413,1,0,67,2,199413,2,110502,132128,2,0,0,223142,0,199413,0,0,0,0,37,3300000,57,71,37,5,1,189447,199413,2,0,2,352,0,73,57,526368,71
110556,39,2,197,147309,78,20,1893,255,7,4,44,255,2,33,Genoa,9,255,27,-1,188154,4,-1,2,5,36599,1,180,1837,1,76,75,76,73,8,68,75,75,1,0,53,199739,0,1065989,52,211267,1,1,47,2,188154,5,110556,1073157,2,0,0,185163,0,188154,9,0,0,0,64,10000000,23,75,66,7,1,195586,178007,2,0,5,352,0,77,50,1069061,73
110569,51,0,210,23998,255,255,1998,239,0,1,47,18,2,255,Dijon FCO,7,9,49,-1,194956,9,-1,2,2,15995,0,136,57,1,71,70,71,71,5,69,68,70,0,0,66,193226,0,1049672,32,194956,0,0,38,2,194956,4,110569,1052744,0,0,0,236512,0,194956,0,0,0,0,73,2000000,76,71,68,8,1,210722,187988,2,0,1,352,0,73,32,526408,71
110576,51,78,3,5305,255,255,1942,4,162,13,46,97,7,255,Bourg en Bresse,1,200,45,-1,229280,1,-1,2,1,11400,0,64,110569,1,66,66,66,66,5,38,66,66,0,0,53,229280,1,1082368,29,229280,1,0,69,2,229280,4,110576,1049600,2,0,0,188688,0,229280,0,0,0,0,40,500000,45,66,35,7,1,194085,229280,2,0,1,352,0,69,45,1056768,67
110580,36,41,2,42000,1,249,1889,2,118,5,-32,41,5,200,Rosario Central ,1,118,46,-1,216055,7,-1,1,5,41654,2,409,110396,1,70,70,70,72,-60,37,67,67,1,1,67,216055,1,1066116,30,216055,0,0,55,4,216055,7,110580,1066116,1,0,0,237510,1,216055,4,0,0,0,36,7000000,31,70,31,5,-3,202154,216055,7,0,4,352,0,74,61,1052804,72
110581,36,52,55,4998,58,238,1914,238,53,1,-31,53,5,53,Patronato,1,58,47,-1,282792,2,-1,1,1,23500,2,372,111716,1,65,66,65,66,-60,51,66,66,1,1,38,282792,1,1105920,65,232700,1,0,39,4,282792,3,110581,1105920,2,0,0,232700,0,282792,0,0,1,1,53,500000,38,66,39,10,-3,220156,232698,7,0,1,352,0,69,65,542720,66
110588,6,89,7,6514,255,255,1965,7,180,1,52,89,2,255,1. FC Magdeburg,1,180,66,-1,198070,7,-1,2,6,27250,1,612,110482,1,65,66,65,67,11,36,66,66,1,0,43,198070,1,82945,32,238970,1,0,63,2,198070,3,110588,148481,2,0,0,238979,0,198070,0,0,0,0,38,800000,43,66,33,5,1,238977,229384,2,0,2,352,0,69,73,1073153,67
